year,state,month,number,date
2013,AP,Novembro,341,2013-01-01
2014,AP,Novembro,484,2014-01-01
2015,AP,Novembro,13,2015-01-01
2016,AP,Novembro,1161,2016-01-01
2017,AP,Novembro,858,2017-01-01
1998,AP,Dezembro,84,1998-01-01
1999,AP,Dezembro,41,1999-01-01
2000,AP,Dezembro,30,2000-01-01
2001,AP,Dezembro,593,2001-01-01
2002,AP,Dezembro,200,2002-01-01
2003,AP,Dezembro,411,2003-01-01
2004,AP,Dezembro,777,2004-01-01
2005,AP,Dezembro,38,2005-01-01
2006,AP,Dezembro,74,2006-01-01
2007,AP,Dezembro,14,2007-01-01
2008,AP,Dezembro,32,2008-01-01
2009,AP,Dezembro,123,2009-01-01
2010,AP,Dezembro,43,2010-01-01
2011,AP,Dezembro,360,2011-01-01
2012,AP,Dezembro,422,2012-01-01
2013,AP,Dezembro,148,2013-01-01
2014,AP,Dezembro,354,2014-01-01
2015,AP,Dezembro,269,2015-01-01
2016,AP,Dezembro,491,2016-01-01
1998,AM,Janeiro,0,1998-01-01
1999,AM,Janeiro,3,1999-01-01
2000,AM,Janeiro,7,2000-01-01
2001,AM,Janeiro,3,2001-01-01
2002,AM,Janeiro,17,2002-01-01
2003,AM,Janeiro,158,2003-01-01
2004,AM,Janeiro,123,2004-01-01
2005,AM,Janeiro,44,2005-01-01
2006,AM,Janeiro,20,2006-01-01
2007,AM,Janeiro,37,2007-01-01
2008,AM,Janeiro,16,2008-01-01
2009,AM,Janeiro,9,2009-01-01
2010,AM,Janeiro,82,2010-01-01
2011,AM,Janeiro,53,2011-01-01
2012,AM,Janeiro,6,2012-01-01
2013,AM,Janeiro,37,2013-01-01
2014,AM,Janeiro,46,2014-01-01
2015,AM,Janeiro,35,2015-01-01
2016,AM,Janeiro,770,2016-01-01
2017,AM,Janeiro,65,2017-01-01
1998,AM,Fevereiro,0,1998-01-01
1999,AM,Fevereiro,43,1999-01-01
2000,AM,Fevereiro,62,2000-01-01
2001,AM,Fevereiro,8,2001-01-01
2002,AM,Fevereiro,2,2002-01-01
2003,AM,Fevereiro,62,2003-01-01
2004,AM,Fevereiro,92,2004-01-01
2005,AM,Fevereiro,6,2005-01-01
2006,AM,Fevereiro,10,2006-01-01
2007,AM,Fevereiro,92,2007-01-01
2008,AM,Fevereiro,32,2008-01-01
2009,AM,Fevereiro,3,2009-01-01
2010,AM,Fevereiro,81,2010-01-01
2011,AM,Fevereiro,30,2011-01-01
2012,AM,Fevereiro,25,2012-01-01
2013,AM,Fevereiro,16,2013-01-01
2014,AM,Fevereiro,49,2014-01-01
2015,AM,Fevereiro,107,2015-01-01
2016,AM,Fevereiro,275,2016-01-01
2017,AM,Fevereiro,52,2017-01-01
1998,AM,Mar�o,0,1998-01-01
1999,AM,Mar�o,7,1999-01-01
2000,AM,Mar�o,69,2000-01-01
2001,AM,Mar�o,6,2001-01-01
2002,AM,Mar�o,5,2002-01-01
2003,AM,Mar�o,64,2003-01-01
2004,AM,Mar�o,6,2004-01-01
2005,AM,Mar�o,12,2005-01-01
2006,AM,Mar�o,20,2006-01-01
2007,AM,Mar�o,6,2007-01-01
2008,AM,Mar�o,10,2008-01-01
2009,AM,Mar�o,11,2009-01-01
2010,AM,Mar�o,116,2010-01-01
2011,AM,Mar�o,49,2011-01-01
2012,AM,Mar�o,17,2012-01-01
2013,AM,Mar�o,49,2013-01-01
2014,AM,Mar�o,50,2014-01-01
2015,AM,Mar�o,46,2015-01-01
2016,AM,Mar�o,140,2016-01-01
2017,AM,Mar�o,45,2017-01-01
1998,AM,Abril,0,1998-01-01
1999,AM,Abril,2,1999-01-01
2000,AM,Abril,18,2000-01-01
2001,AM,Abril,1,2001-01-01
2002,AM,Abril,2,2002-01-01
2003,AM,Abril,11,2003-01-01
2004,AM,Abril,4,2004-01-01
2005,AM,Abril,5,2005-01-01
2006,AM,Abril,5,2006-01-01
2007,AM,Abril,0,2007-01-01
2008,AM,Abril,13,2008-01-01
2009,AM,Abril,1,2009-01-01
2010,AM,Abril,11,2010-01-01
2011,AM,Abril,5,2011-01-01
2012,AM,Abril,3,2012-01-01
2013,AM,Abril,20,2013-01-01
2014,AM,Abril,25,2014-01-01
2015,AM,Abril,24,2015-01-01
2016,AM,Abril,22,2016-01-01
2017,AM,Abril,20,2017-01-01
1998,AM,Maio,0,1998-01-01
1999,AM,Maio,0,1999-01-01
2000,AM,Maio,51,2000-01-01
2001,AM,Maio,0,2001-01-01
2002,AM,Maio,8,2002-01-01
2003,AM,Maio,2,2003-01-01
2004,AM,Maio,0,2004-01-01
2005,AM,Maio,8,2005-01-01
2006,AM,Maio,4,2006-01-01
2007,AM,Maio,0,2007-01-01
2008,AM,Maio,1,2008-01-01
2009,AM,Maio,3,2009-01-01
2010,AM,Maio,13,2010-01-01
2011,AM,Maio,6,2011-01-01
2012,AM,Maio,12,2012-01-01
2013,AM,Maio,19,2013-01-01
2014,AM,Maio,12,2014-01-01
2015,AM,Maio,10,2015-01-01
2016,AM,Maio,30,2016-01-01
2017,AM,Maio,40,2017-01-01
1998,AM,Junho,2,1998-01-01
1999,AM,Junho,7,1999-01-01
2000,AM,Junho,6,2000-01-01
2001,AM,Junho,5,2001-01-01
2002,AM,Junho,5,2002-01-01
2003,AM,Junho,3,2003-01-01
2004,AM,Junho,12,2004-01-01
2005,AM,Junho,78,2005-01-01
2006,AM,Junho,9,2006-01-01
2007,AM,Junho,23,2007-01-01
2008,AM,Junho,7,2008-01-01
2009,AM,Junho,13,2009-01-01
2010,AM,Junho,9,2010-01-01
2011,AM,Junho,22,2011-01-01
2012,AM,Junho,45,2012-01-01
2013,AM,Junho,56,2013-01-01
2014,AM,Junho,74,2014-01-01
2015,AM,Junho,33,2015-01-01
2016,AM,Junho,90,2016-01-01
2017,AM,Junho,119,2017-01-01
1998,AM,Julho,71,1998-01-01
1999,AM,Julho,11,1999-01-01
2000,AM,Julho,39,2000-01-01
2001,AM,Julho,9,2001-01-01
2002,AM,Julho,146,2002-01-01
2003,AM,Julho,180,2003-01-01
2004,AM,Julho,177,2004-01-01
2005,AM,Julho,676,2005-01-01
2006,AM,Julho,123,2006-01-01
2007,AM,Julho,116,2007-01-01
2008,AM,Julho,108,2008-01-01
2009,AM,Julho,199,2009-01-01
2010,AM,Julho,640,2010-01-01
2011,AM,Julho,271,2011-01-01
2012,AM,Julho,234,2012-01-01
2013,AM,Julho,248,2013-01-01
2014,AM,Julho,202,2014-01-01
2015,AM,Julho,356,2015-01-01
2016,AM,Julho,1137,2016-01-01
2017,AM,Julho,1975,2017-01-01
1998,AM,Agosto,321,1998-01-01
1999,AM,Agosto,259,1999-01-01
2000,AM,Agosto,180,2000-01-01
2001,AM,Agosto,501,2001-01-01
2002,AM,Agosto,741,2002-01-01
2003,AM,Agosto,1867,2003-01-01
2004,AM,Agosto,1207,2004-01-01
2005,AM,Agosto,2316,2005-01-01
2006,AM,Agosto,1422,2006-01-01
2007,AM,Agosto,2241,2007-01-01
2008,AM,Agosto,861,2008-01-01
2009,AM,Agosto,1321,2009-01-01
2010,AM,Agosto,3727,2010-01-01
2011,AM,Agosto,1243,2011-01-01
2012,AM,Agosto,3011,2012-01-01
2013,AM,Agosto,1276,2013-01-01
2014,AM,Agosto,3852,2014-01-01
2015,AM,Agosto,4564,2015-01-01
2016,AM,Agosto,3611,2016-01-01
2017,AM,Agosto,6316,2017-01-01
1998,AM,Setembro,267,1998-01-01
1999,AM,Setembro,216,1999-01-01
2000,AM,Setembro,189,2000-01-01
2001,AM,Setembro,166,2001-01-01
2002,AM,Setembro,928,2002-01-01
2003,AM,Setembro,1401,2003-01-01
2004,AM,Setembro,911,2004-01-01
2005,AM,Setembro,2812,2005-01-01
2006,AM,Setembro,2218,2006-01-01
2007,AM,Setembro,136,2007-01-01
2008,AM,Setembro,998,2008-01-01
2009,AM,Setembro,3091,2009-01-01
2010,AM,Setembro,2781,2010-01-01
2011,AM,Setembro,1295,2011-01-01
2012,AM,Setembro,2392,2012-01-01
2013,AM,Setembro,1739,2013-01-01
2014,AM,Setembro,3057,2014-01-01
2015,AM,Setembro,5882,2015-01-01
2016,AM,Setembro,3119,2016-01-01
2017,AM,Setembro,4033,2017-01-01
1998,AM,Outubro,83,1998-01-01
1999,AM,Outubro,479,1999-01-01
2000,AM,Outubro,145,2000-01-01
2001,AM,Outubro,332,2001-01-01
2002,AM,Outubro,695,2002-01-01
2003,AM,Outubro,725,2003-01-01
2004,AM,Outubro,710,2004-01-01
2005,AM,Outubro,545,2005-01-01
2006,AM,Outubro,721,2006-01-01
2007,AM,Outubro,215,2007-01-01
2008,AM,Outubro,632,2008-01-01
2009,AM,Outubro,2189,2009-01-01
2010,AM,Outubro,889,2010-01-01
2011,AM,Outubro,694,2011-01-01
2012,AM,Outubro,1238,2012-01-01
2013,AM,Outubro,1202,2013-01-01
2014,AM,Outubro,952,2014-01-01
2015,AM,Outubro,2494,2015-01-01
2016,AM,Outubro,2105,2016-01-01
2017,AM,Outubro,1581,2017-01-01
1998,AM,Novembro,6,1998-01-01
1999,AM,Novembro,32,1999-01-01
2000,AM,Novembro,27,2000-01-01
2001,AM,Novembro,244,2001-01-01
2002,AM,Novembro,259,2002-01-01
2003,AM,Novembro,169,2003-01-01
2004,AM,Novembro,209,2004-01-01
2005,AM,Novembro,261,2005-01-01
2006,AM,Novembro,59,2006-01-01
2007,AM,Novembro,90,2007-01-01
2008,AM,Novembro,39,2008-01-01
2009,AM,Novembro,973,2009-01-01
2010,AM,Novembro,354,2010-01-01
2011,AM,Novembro,399,2011-01-01
2012,AM,Novembro,682,2012-01-01
2013,AM,Novembro,220,2013-01-01
2014,AM,Novembro,676,2014-01-01
2015,AM,Novembro,1054,2015-01-01
2016,AM,Novembro,591,2016-01-01
2017,AM,Novembro,552,2017-01-01
1998,AM,Dezembro,196,1998-01-01
1999,AM,Dezembro,2,1999-01-01
2000,AM,Dezembro,60,2000-01-01
2001,AM,Dezembro,22,2001-01-01
2002,AM,Dezembro,44,2002-01-01
2003,AM,Dezembro,147,2003-01-01
2004,AM,Dezembro,53,2004-01-01
2005,AM,Dezembro,17,2005-01-01
2006,AM,Dezembro,23,2006-01-01
2007,AM,Dezembro,7,2007-01-01
2008,AM,Dezembro,0,2008-01-01
2009,AM,Dezembro,102,2009-01-01
2010,AM,Dezembro,123,2010-01-01
2011,AM,Dezembro,121,2011-01-01
2012,AM,Dezembro,80,2012-01-01
2013,AM,Dezembro,236,2013-01-01
2014,AM,Dezembro,293,2014-01-01
2015,AM,Dezembro,565,2015-01-01
2016,AM,Dezembro,133,2016-01-01
1998,BA,Janeiro,0,1998-01-01
1999,BA,Janeiro,114,1999-01-01
2000,BA,Janeiro,31,2000-01-01
2001,BA,Janeiro,24,2001-01-01
2002,BA,Janeiro,125,2002-01-01
2003,BA,Janeiro,439,2003-01-01
2004,BA,Janeiro,158,2004-01-01
2005,BA,Janeiro,303,2005-01-01
2006,BA,Janeiro,225,2006-01-01
2007,BA,Janeiro,373,2007-01-01
2008,BA,Janeiro,314,2008-01-01
2009,BA,Janeiro,177,2009-01-01
2010,BA,Janeiro,297,2010-01-01
2011,BA,Janeiro,101,2011-01-01
2012,BA,Janeiro,179,2012-01-01
2013,BA,Janeiro,125,2013-01-01
2014,BA,Janeiro,132,2014-01-01
2015,BA,Janeiro,256,2015-01-01
2016,BA,Janeiro,285,2016-01-01
2017,BA,Janeiro,154,2017-01-01
1998,BA,Fevereiro,0,1998-01-01
1999,BA,Fevereiro,157,1999-01-01
2000,BA,Fevereiro,32,2000-01-01
2001,BA,Fevereiro,101,2001-01-01
2002,BA,Fevereiro,204,2002-01-01
2003,BA,Fevereiro,223,2003-01-01
2004,BA,Fevereiro,122,2004-01-01
2005,BA,Fevereiro,143,2005-01-01
2006,BA,Fevereiro,277,2006-01-01
2007,BA,Fevereiro,113,2007-01-01
2008,BA,Fevereiro,235,2008-01-01
2009,BA,Fevereiro,117,2009-01-01
2010,BA,Fevereiro,206,2010-01-01
2011,BA,Fevereiro,156,2011-01-01
2012,BA,Fevereiro,200,2012-01-01
2013,BA,Fevereiro,231,2013-01-01
2014,BA,Fevereiro,107,2014-01-01
2015,BA,Fevereiro,143,2015-01-01
2016,BA,Fevereiro,418,2016-01-01
2017,BA,Fevereiro,100,2017-01-01
1998,BA,Mar�o,0,1998-01-01
1999,BA,Mar�o,83,1999-01-01
2000,BA,Mar�o,65,2000-01-01
2001,BA,Mar�o,4,2001-01-01
2002,BA,Mar�o,146,2002-01-01
2003,BA,Mar�o,274,2003-01-01
2004,BA,Mar�o,115,2004-01-01
2005,BA,Mar�o,158,2005-01-01
2006,BA,Mar�o,199,2006-01-01
2007,BA,Mar�o,141,2007-01-01
2008,BA,Mar�o,135,2008-01-01
2009,BA,Mar�o,249,2009-01-01
2010,BA,Mar�o,156,2010-01-01
2011,BA,Mar�o,90,2011-01-01
2012,BA,Mar�o,404,2012-01-01
2013,BA,Mar�o,363,2013-01-01
2014,BA,Mar�o,148,2014-01-01
2015,BA,Mar�o,229,2015-01-01
2016,BA,Mar�o,281,2016-01-01
2017,BA,Mar�o,163,2017-01-01
1998,BA,Abril,0,1998-01-01
1999,BA,Abril,55,1999-01-01
2000,BA,Abril,23,2000-01-01
2001,BA,Abril,26,2001-01-01
2002,BA,Abril,110,2002-01-01
2003,BA,Abril,376,2003-01-01
2004,BA,Abril,89,2004-01-01
2005,BA,Abril,76,2005-01-01
2006,BA,Abril,60,2006-01-01
2007,BA,Abril,64,2007-01-01
2008,BA,Abril,151,2008-01-01
2009,BA,Abril,40,2009-01-01
2010,BA,Abril,103,2010-01-01
2011,BA,Abril,149,2011-01-01
2012,BA,Abril,396,2012-01-01
2013,BA,Abril,108,2013-01-01
2014,BA,Abril,183,2014-01-01
2015,BA,Abril,190,2015-01-01
2016,BA,Abril,217,2016-01-01
2017,BA,Abril,94,2017-01-01
1998,BA,Maio,0,1998-01-01
1999,BA,Maio,76,1999-01-01
2000,BA,Maio,71,2000-01-01
2001,BA,Maio,85,2001-01-01
2002,BA,Maio,166,2002-01-01
2003,BA,Maio,106,2003-01-01
2004,BA,Maio,124,2004-01-01
2005,BA,Maio,120,2005-01-01
2006,BA,Maio,43,2006-01-01
2007,BA,Maio,161,2007-01-01
2008,BA,Maio,56,2008-01-01
2009,BA,Maio,34,2009-01-01
2010,BA,Maio,198,2010-01-01
2011,BA,Maio,189,2011-01-01
2012,BA,Maio,326,2012-01-01
2013,BA,Maio,141,2013-01-01
2014,BA,Maio,224,2014-01-01
2015,BA,Maio,144,2015-01-01
2016,BA,Maio,259,2016-01-01
2017,BA,Maio,121,2017-01-01
1998,BA,Junho,55,1998-01-01
1999,BA,Junho,64,1999-01-01
2000,BA,Junho,178,2000-01-01
2001,BA,Junho,98,2001-01-01
2002,BA,Junho,118,2002-01-01
2003,BA,Junho,140,2003-01-01
2004,BA,Junho,289,2004-01-01
2005,BA,Junho,211,2005-01-01
2006,BA,Junho,68,2006-01-01
2007,BA,Junho,270,2007-01-01
2008,BA,Junho,72,2008-01-01
2009,BA,Junho,92,2009-01-01
2010,BA,Junho,192,2010-01-01
2011,BA,Junho,345,2011-01-01
2012,BA,Junho,385,2012-01-01
2013,BA,Junho,208,2013-01-01
2014,BA,Junho,243,2014-01-01
2015,BA,Junho,242,2015-01-01
2016,BA,Junho,416,2016-01-01
2017,BA,Junho,329,2017-01-01
1998,BA,Julho,219,1998-01-01
1999,BA,Julho,107,1999-01-01
2000,BA,Julho,202,2000-01-01
2001,BA,Julho,248,2001-01-01
2002,BA,Julho,549,2002-01-01
2003,BA,Julho,261,2003-01-01
2004,BA,Julho,310,2004-01-01
2005,BA,Julho,269,2005-01-01
2006,BA,Julho,229,2006-01-01
2007,BA,Julho,811,2007-01-01
2008,BA,Julho,271,2008-01-01
2009,BA,Julho,321,2009-01-01
2010,BA,Julho,519,2010-01-01
2011,BA,Julho,578,2011-01-01
2012,BA,Julho,906,2012-01-01
2013,BA,Julho,362,2013-01-01
2014,BA,Julho,249,2014-01-01
2015,BA,Julho,306,2015-01-01
2016,BA,Julho,345,2016-01-01
2017,BA,Julho,300,2017-01-01
1998,BA,Agosto,815,1998-01-01
1999,BA,Agosto,453,1999-01-01
2000,BA,Agosto,633,2000-01-01
2001,BA,Agosto,979,2001-01-01
2002,BA,Agosto,1827,2002-01-01
2003,BA,Agosto,1039,2003-01-01
2004,BA,Agosto,143,2004-01-01
2005,BA,Agosto,948,2005-01-01
2006,BA,Agosto,995,2006-01-01
2007,BA,Agosto,3734,2007-01-01
2008,BA,Agosto,611,2008-01-01
2009,BA,Agosto,439,2009-01-01
2010,BA,Agosto,2423,2010-01-01
2011,BA,Agosto,1795,2011-01-01
2012,BA,Agosto,1835,2012-01-01
2013,BA,Agosto,610,2013-01-01
2014,BA,Agosto,674,2014-01-01
2015,BA,Agosto,829,2015-01-01
2016,BA,Agosto,724,2016-01-01
2017,BA,Agosto,1018,2017-01-01
1998,BA,Setembro,2718,1998-01-01
1999,BA,Setembro,1275,1999-01-01
2000,BA,Setembro,2285,2000-01-01
2001,BA,Setembro,3964,2001-01-01
2002,BA,Setembro,6439,2002-01-01
2003,BA,Setembro,8847,2003-01-01
2004,BA,Setembro,6433,2004-01-01
2005,BA,Setembro,4066,2005-01-01
2006,BA,Setembro,3006,2006-01-01
2007,BA,Setembro,7438,2007-01-01
2008,BA,Setembro,4837,2008-01-01
2009,BA,Setembro,361,2009-01-01
2010,BA,Setembro,5323,2010-01-01
2011,BA,Setembro,7086,2011-01-01
2012,BA,Setembro,7495,2012-01-01
2013,BA,Setembro,2681,2013-01-01
2014,BA,Setembro,2604,2014-01-01
2015,BA,Setembro,7956,2015-01-01
2016,BA,Setembro,1819,2016-01-01
2017,BA,Setembro,1791,2017-01-01
1998,BA,Outubro,1969,1998-01-01
1999,BA,Outubro,1307,1999-01-01
2000,BA,Outubro,335,2000-01-01
2001,BA,Outubro,1687,2001-01-01
2002,BA,Outubro,5414,2002-01-01
2003,BA,Outubro,4264,2003-01-01
2004,BA,Outubro,481,2004-01-01
2005,BA,Outubro,8405,2005-01-01
2006,BA,Outubro,2079,2006-01-01
2007,BA,Outubro,4981,2007-01-01
2008,BA,Outubro,7691,2008-01-01
2009,BA,Outubro,2552,2009-01-01
2010,BA,Outubro,5264,2010-01-01
2011,BA,Outubro,2166,2011-01-01
2012,BA,Outubro,4607,2012-01-01
2013,BA,Outubro,1969,2013-01-01
2014,BA,Outubro,2763,2014-01-01
2015,BA,Outubro,4989,2015-01-01
2016,BA,Outubro,1415,2016-01-01
2017,BA,Outubro,4005,2017-01-01
1998,BA,Novembro,49,1998-01-01
1999,BA,Novembro,49,1999-01-01
2000,BA,Novembro,114,2000-01-01
2001,BA,Novembro,699,2001-01-01
2002,BA,Novembro,102,2002-01-01
2003,BA,Novembro,533,2003-01-01
2004,BA,Novembro,1736,2004-01-01
2005,BA,Novembro,1595,2005-01-01
2006,BA,Novembro,239,2006-01-01
2007,BA,Novembro,2126,2007-01-01
2008,BA,Novembro,3175,2008-01-01
2009,BA,Novembro,402,2009-01-01
2010,BA,Novembro,605,2010-01-01
2011,BA,Novembro,176,2011-01-01
2012,BA,Novembro,168,2012-01-01
2013,BA,Novembro,288,2013-01-01
2014,BA,Novembro,348,2014-01-01
2015,BA,Novembro,1705,2015-01-01
2016,BA,Novembro,408,2016-01-01
2017,BA,Novembro,174,2017-01-01
1998,BA,Dezembro,82,1998-01-01
1999,BA,Dezembro,37,1999-01-01
2000,BA,Dezembro,24,2000-01-01
2001,BA,Dezembro,158,2001-01-01
2002,BA,Dezembro,848,2002-01-01
2003,BA,Dezembro,710,2003-01-01
2004,BA,Dezembro,423,2004-01-01
2005,BA,Dezembro,116,2005-01-01
2006,BA,Dezembro,169,2006-01-01
2007,BA,Dezembro,259,2007-01-01
2008,BA,Dezembro,52,2008-01-01
2009,BA,Dezembro,308,2009-01-01
2010,BA,Dezembro,226,2010-01-01
2011,BA,Dezembro,230,2011-01-01
2012,BA,Dezembro,477,2012-01-01
2013,BA,Dezembro,131,2013-01-01
2014,BA,Dezembro,144,2014-01-01
2015,BA,Dezembro,1408,2015-01-01
2016,BA,Dezembro,164,2016-01-01
1998,CE,Janeiro,0,1998-01-01
1999,CE,Janeiro,47,1999-01-01
2000,CE,Janeiro,1,2000-01-01
2001,CE,Janeiro,11,2001-01-01
2002,CE,Janeiro,33,2002-01-01
2003,CE,Janeiro,264,2003-01-01
2004,CE,Janeiro,143,2004-01-01
2005,CE,Janeiro,384,2005-01-01
2006,CE,Janeiro,211,2006-01-01
2007,CE,Janeiro,304,2007-01-01
2008,CE,Janeiro,166,2008-01-01
2009,CE,Janeiro,347,2009-01-01
2010,CE,Janeiro,288,2010-01-01
2011,CE,Janeiro,32,2011-01-01
2012,CE,Janeiro,273,2012-01-01
2013,CE,Janeiro,103,2013-01-01
2014,CE,Janeiro,115,2014-01-01
2015,CE,Janeiro,207,2015-01-01
2016,CE,Janeiro,100,2016-01-01
2017,CE,Janeiro,91,2017-01-01
1998,CE,Fevereiro,0,1998-01-01
1999,CE,Fevereiro,16,1999-01-01
2000,CE,Fevereiro,6,2000-01-01
2001,CE,Fevereiro,0,2001-01-01
2002,CE,Fevereiro,75,2002-01-01
2003,CE,Fevereiro,9,2003-01-01
2004,CE,Fevereiro,5,2004-01-01
2005,CE,Fevereiro,25,2005-01-01
2006,CE,Fevereiro,23,2006-01-01
2007,CE,Fevereiro,3,2007-01-01
2008,CE,Fevereiro,12,2008-01-01
2009,CE,Fevereiro,8,2009-01-01
2010,CE,Fevereiro,63,2010-01-01
2011,CE,Fevereiro,2,2011-01-01
2012,CE,Fevereiro,41,2012-01-01
2013,CE,Fevereiro,49,2013-01-01
2014,CE,Fevereiro,18,2014-01-01
2015,CE,Fevereiro,25,2015-01-01
2016,CE,Fevereiro,13,2016-01-01
2017,CE,Fevereiro,9,2017-01-01
1998,CE,Mar�o,0,1998-01-01
1999,CE,Mar�o,30,1999-01-01
2000,CE,Mar�o,9,2000-01-01
2001,CE,Mar�o,0,2001-01-01
2002,CE,Mar�o,17,2002-01-01
2003,CE,Mar�o,3,2003-01-01
2004,CE,Mar�o,1,2004-01-01
2005,CE,Mar�o,5,2005-01-01
2006,CE,Mar�o,3,2006-01-01
2007,CE,Mar�o,2,2007-01-01
2008,CE,Mar�o,2,2008-01-01
2009,CE,Mar�o,3,2009-01-01
2010,CE,Mar�o,40,2010-01-01
2011,CE,Mar�o,6,2011-01-01
2012,CE,Mar�o,10,2012-01-01
2013,CE,Mar�o,17,2013-01-01
2014,CE,Mar�o,6,2014-01-01
2015,CE,Mar�o,20,2015-01-01
2016,CE,Mar�o,4,2016-01-01
2017,CE,Mar�o,4,2017-01-01
1998,CE,Abril,0,1998-01-01
1999,CE,Abril,6,1999-01-01
2000,CE,Abril,15,2000-01-01
2001,CE,Abril,2,2001-01-01
2002,CE,Abril,5,2002-01-01
2003,CE,Abril,3,2003-01-01
2004,CE,Abril,2,2004-01-01
2005,CE,Abril,4,2005-01-01
2006,CE,Abril,1,2006-01-01
2007,CE,Abril,1,2007-01-01
2008,CE,Abril,0,2008-01-01
2009,CE,Abril,0,2009-01-01
2010,CE,Abril,7,2010-01-01
2011,CE,Abril,1,2011-01-01
2012,CE,Abril,2,2012-01-01
2013,CE,Abril,4,2013-01-01
2014,CE,Abril,4,2014-01-01
2015,CE,Abril,3,2015-01-01
2016,CE,Abril,10,2016-01-01
2017,CE,Abril,6,2017-01-01
1998,CE,Maio,0,1998-01-01
1999,CE,Maio,5,1999-01-01
2000,CE,Maio,7,2000-01-01
2001,CE,Maio,81,2001-01-01
2002,CE,Maio,10,2002-01-01
2003,CE,Maio,0,2003-01-01
2004,CE,Maio,3,2004-01-01
2005,CE,Maio,1,2005-01-01
2006,CE,Maio,0,2006-01-01
2007,CE,Maio,0,2007-01-01
2008,CE,Maio,0,2008-01-01
2009,CE,Maio,0,2009-01-01
2010,CE,Maio,2,2010-01-01
2011,CE,Maio,0,2011-01-01
2012,CE,Maio,19,2012-01-01
2013,CE,Maio,4,2013-01-01
2014,CE,Maio,4,2014-01-01
2015,CE,Maio,17,2015-01-01
2016,CE,Maio,8,2016-01-01
2017,CE,Maio,9,2017-01-01
1998,CE,Junho,1,1998-01-01
1999,CE,Junho,16,1999-01-01
2000,CE,Junho,16,2000-01-01
2001,CE,Junho,38,2001-01-01
2002,CE,Junho,13,2002-01-01
2003,CE,Junho,2,2003-01-01
2004,CE,Junho,1,2004-01-01
2005,CE,Junho,6,2005-01-01
2006,CE,Junho,0,2006-01-01
2007,CE,Junho,1,2007-01-01
2008,CE,Junho,1,2008-01-01
2009,CE,Junho,0,2009-01-01
2010,CE,Junho,3,2010-01-01
2011,CE,Junho,5,2011-01-01
2012,CE,Junho,28,2012-01-01
2013,CE,Junho,5,2013-01-01
2014,CE,Junho,19,2014-01-01
2015,CE,Junho,22,2015-01-01
2016,CE,Junho,45,2016-01-01
2017,CE,Junho,23,2017-01-01
1998,CE,Julho,76,1998-01-01
1999,CE,Julho,83,1999-01-01
2000,CE,Julho,18,2000-01-01
2001,CE,Julho,146,2001-01-01
2002,CE,Julho,12,2002-01-01
2003,CE,Julho,14,2003-01-01
2004,CE,Julho,16,2004-01-01
2005,CE,Julho,14,2005-01-01
2006,CE,Julho,1,2006-01-01
2007,CE,Julho,11,2007-01-01
2008,CE,Julho,3,2008-01-01
2009,CE,Julho,7,2009-01-01
2010,CE,Julho,44,2010-01-01
2011,CE,Julho,18,2011-01-01
2012,CE,Julho,50,2012-01-01
2013,CE,Julho,4,2013-01-01
2014,CE,Julho,47,2014-01-01
2015,CE,Julho,25,2015-01-01
2016,CE,Julho,124,2016-01-01
2017,CE,Julho,26,2017-01-01
1998,CE,Agosto,93,1998-01-01
1999,CE,Agosto,131,1999-01-01
2000,CE,Agosto,79,2000-01-01
2001,CE,Agosto,219,2001-01-01
2002,CE,Agosto,111,2002-01-01
2003,CE,Agosto,109,2003-01-01
2004,CE,Agosto,61,2004-01-01
2005,CE,Agosto,51,2005-01-01
2006,CE,Agosto,50,2006-01-01
2007,CE,Agosto,182,2007-01-01
2008,CE,Agosto,32,2008-01-01
2009,CE,Agosto,26,2009-01-01
2010,CE,Agosto,202,2010-01-01
2011,CE,Agosto,53,2011-01-01
2012,CE,Agosto,278,2012-01-01
2013,CE,Agosto,32,2013-01-01
2014,CE,Agosto,155,2014-01-01
2015,CE,Agosto,127,2015-01-01
2016,CE,Agosto,293,2016-01-01
2017,CE,Agosto,121,2017-01-01
1998,CE,Setembro,590,1998-01-01
1999,CE,Setembro,124,1999-01-01
2000,CE,Setembro,127,2000-01-01
2001,CE,Setembro,801,2001-01-01
2002,CE,Setembro,172,2002-01-01
2003,CE,Setembro,384,2003-01-01
2004,CE,Setembro,144,2004-01-01
2005,CE,Setembro,185,2005-01-01
2006,CE,Setembro,237,2006-01-01
2007,CE,Setembro,241,2007-01-01
2008,CE,Setembro,177,2008-01-01
2009,CE,Setembro,101,2009-01-01
2010,CE,Setembro,357,2010-01-01
2011,CE,Setembro,239,2011-01-01
2012,CE,Setembro,609,2012-01-01
2013,CE,Setembro,177,2013-01-01
2014,CE,Setembro,155,2014-01-01
2015,CE,Setembro,214,2015-01-01
2016,CE,Setembro,370,2016-01-01
2017,CE,Setembro,505,2017-01-01
1998,CE,Outubro,1014,1998-01-01
1999,CE,Outubro,309,1999-01-01
2000,CE,Outubro,875,2000-01-01
2001,CE,Outubro,2045,2001-01-01
2002,CE,Outubro,1606,2002-01-01
2003,CE,Outubro,1761,2003-01-01
2004,CE,Outubro,1217,2004-01-01
2005,CE,Outubro,1378,2005-01-01
2006,CE,Outubro,581,2006-01-01
2007,CE,Outubro,964,2007-01-01
